text,label,length,Word_Count
year however reminded u huston still top game evinced faithful adaptation james joyce acclaimed novella dead,1,31,16
feeling thought gabriel discomfort dance intangible leap life come within viewer grasp huston portrayal,1,20,14
disappointed wondered could oscar shortlist,0,12,5
lot hole plot nothing became emperor nothing spend year childhood mature age,0,27,12
end day one worst big budget action movie ever seen,0,14,10
surely know make coherent action movie screenwriter air force one obliged write script big sum money,0,33,16
one worst film ever seen,0,11,5
still trying get bad,0,10,4
movie possibly one creative work horror ever,1,13,7
everything could want suspense drama comedy confusing subplots native american brain eating looking end brainsucking movie look,1,28,17
great sound effect impressive special effect recommend movie enough call nut think one best movie ever great character actor telly savalas peter boyle hour minute sheer tedium melodrama horrible acting mess script sinking feeling good lord thinking lot hole script like bad two hour tv movie imagine every single one decision made wrong dialogue atrocious acting beyond abysmal everything stink trouble writing directing make impossible establish thing make movie watchable like character story theme worse incredibly weak sub plot thrown follows little band latter day mansonites go reporter working story anniversary killing dumb pointless complete waste time short bother movie spoil ending pretty amazing best scene movie end spoil ever indication writer director ability meld two highly volatile temperament seamless union creativity result powerhouse achievement made timely perhaps culture disturbing fascination celebrity distorted interpretation fame film easily forgotten kevin spacey excellent verbal tsunami buddy ackerman totally believable great actor scripting subtle comedy unmatched movie recent year character interesting even bit predictable highly recommended age although younger set probably appreciate subtle reference certainly appreciate one galley scene particular great movie also story acting weak around pm bought around pm started watch around pm fast forwarded remaining film see anything left watchable human brain either way suck script horrendously stupid story start fast absolutely suspense build slightest everything captain howdy say either laughable plain stupid hell kind crap plot hole could drive semi truck hole linda cardellini thing good film poised amazing dee snider plain suck act one least scary villain ever seen write write damn movie sleep bored throughout whole damn thing acting suck music suck script suck pacing suck special fx suck directing suck basically movie suck film try serious sophisticated thriller horror flick fails miserably probably one least effective utterly unoriginal film ever seen entire life piece cinematic garbage captured celluloid avoid cost rate film stink funny fulci stayed giallo supernatural zombie movie avoid film cost know happened season five mess consistent thread holding series together amazing performance leni parker anita laselva two taelons quiet idealogical conflict movie really dislike one boring horror movie mainly start slow center boring atmosphere puppet look really cheesy good way like puppet master flick story lame interesting never really explains sinister origin puppet death scene like previous movie x terrible felt asleep first time watched recommend insomniac fact film wonderful heartwarming tale two people chasing dream best part nurse betty unpredictability,1,797,398
director neil labute us brutal violence seperate dream reality along touching drama hilarious comedy never tell going happen next,1,30,19
otherwise even waste time,0,8,4
one fails create real suspense,0,9,5
killer expect anything original even remotely frightening,0,12,7
however pretty good acting least type film,1,14,7
sorry really recommend anyone,0,11,4
one boring pointless movie ever seen,0,10,6
secondary plot line incomprehensible relation primary plot line mystifying,0,16,9
one worst sandra bullock movie since speed quite bad,0,17,9
understand garbage got shelf movie store even real movie,0,20,9
highly doubt anyone could ever like trash,0,10,7
acting like watching wooden puppet moving around reading book bad,0,19,10
warn rent movie dumbest thing never seen,0,20,7
saw short film hbo day absolutely loved,1,14,7
realize wonderful short really last two scene,1,14,7
hopefully director james cox turn short feature length film cast win u whole new film,1,27,15
agree jessica movie pretty bad,0,9,5
character one dimensional even good guy especially bad guy,0,12,9
story line totally predictable,0,6,4
much dialogue much music whole film shot elaborately aesthetically like sculpture,1,18,11
seen soap opera intelligent movie,0,9,5
bad character bad story bad acting,0,7,6
funny clever hip like pray previous film hype,1,10,8
long time see charismatic actor screen,1,15,6
paolo sorrentino written wonderful story loneliness tony built one unforgettable character seen movie recent year,1,25,15
movie completely perfect titta di girolamo stay long time vision movie,1,24,11
know emilio estevez directorial debut pacing interplay development character well clever camera work surrounding character estevez play suggest natural eye,1,38,20
interplay martin emilio contains wonderful chemistry saw wall street martin charlie,1,20,11
kathy bates wonderful character subtle desperation escapism variation character play field lord,1,25,12
reader already seen one miyazaki film still top form made another worthwhile experience,1,21,13
never condescends character good genuine heart believable problem,1,13,8
two main character may two believable child ever saw put screen,1,18,11
easy love even easy identify,1,13,5
movie great especially enjoy visual art,1,9,6
scenery two daughter paint photograph beautiful,1,11,6
story also funny poignant time,1,10,5
people like european film art movie like movie,1,12,8
truly art movie actually lot art,1,14,6
however finally watching film realized closed mind brilliance depicts also found watching,1,32,12
one movie never cease interest simply keep alert try attempt decipher meaning,1,25,12
liked movie like matrix better yet sequel think appreciate thought provoking mindblowing experience film give,1,27,15
think film like dream,1,8,4
rickman stowe play role hilt tale childrens book writer maybe written subversive tract,1,25,13
gloriously fun fast paced fairly accurate portrayal night raver,1,16,9
present idyllic yet serious portrayal ups down character life,1,16,9
whatever avoid groove antithesis good human traffic,0,18,7
bad everyone else involved share crowe level dedication quality far better film hand sub par mess,0,32,16
movie seemed little slow first,0,8,5
picked speed got right point,1,11,5
showed exactly government scientist argued humanity reason gadget,1,18,8
particularly pleased acting ability dwight schultz,1,11,6
actor truly understand become particular character delivering convincing sincere performance,1,14,10
screen chemistry critical entire film genuine,1,10,6
film dialogue natural real life,1,8,5
writer gorman bechard undoubtedly homework reference industry character age appropriate,1,16,10
incredible soundtrack truly capture essence film,1,10,6
track command sentiment actually contributing scene character,1,11,7
definitely worth seeing sort thought provoking film force question threshold loneliness,1,20,11
hayao miyazaki latest eighth film studio ghibili gake ue ponyo ponyo cliff sea wonderfully fun imaginative look childhood,1,30,18
time seems film animation dominated disney pixar cgi masterpiece refreshing comforting know miyazaki still relying traditional hand drawn animation tell charming enchanting story,1,40,23
enough said remarkable animation film,1,12,5
art style appearance crayon pencil drawing wonderfully colorful fanciful,1,15,9
act film glad gon na drift away earth far possible,0,22,10
one want surf small wave space movie deep impact armageddon one fails everywhere,0,23,13
choked vomit end cheap drama worthless dialogue must bored death waste time,0,31,12
still make super ending depicts great sea vessel taken mighty frost,1,25,11
consider excellent story solid acting look film added bonus,1,15,9
instead got bore fest whiny spoiled brat babysitting,0,12,8
watched two sunday ago march th began really enjoy time taped entire thing,1,26,13
well acted done tv movie,1,10,5
judith light one favorite actress think superb job film,1,19,9
seen movie definitely recommend,1,11,4
still quite interesting entertaining follow,1,8,5
movie well balanced comedy drama thoroughly enjoyed,1,13,7
riot see hugo weaving play sex obsessed gay real estate salesman us client house tryst flaming darren tom hollander,1,29,19
anyway plot flowed smoothly male bonding scene hoot,1,13,8
opening sequence gem classic cat mouse game follow delight watch,1,22,10
lange become great actress,1,6,4
looked like wonderful story,1,6,4
never walked movie faster,0,8,4
got bored watching jessice lange take clothes,0,11,7
unfortunately virtue film production work lost regrettable script,0,14,8
insult one intelligence huge waste money,0,15,6
